title,phone,website,categoryName
UNM Children's Campus,(505) 277-3365,https://childcare.unm.edu/,Child care agency
Elevation Children's Center,(505) 433-8289,http://www.elevationchildrenscenter.org/,Preschool
Serendipity Day School,(505) 255-7336,http://www.serendipitydayschool.com/,Preschool
Mc Kinley Child Development,,,Day care center
Albuquerque Preschool Co-Op,(505) 344-0389,http://www.abqpreschoolcoop.com/,Preschool
All Seasons Day School,(505) 266-3000,http://abqchildcare.com/,Non-profit organization
Eastern Child Development Center,(505) 232-2883,http://www.tlcdevelopmentcenters.org/Eastern.html,Preschool
Milestone Montessori Preschool/Daycare,(505) 266-6954,https://milestone-montessori-preschooldaycare-llc.business.site/?utm_source=gmb&utm_medium=referral,Day care center
Hazel & Friends Daycare,(505) 480-3578,https://hazelandfriends.com/,Family day care service
St Mark's In the Valley Day School,(505) 344-7369,http://www.stmarksinthevalleyds.org/,Non-profit organization
"Learning Together Childcare Center, LLC",(505) 255-3131 ext. 28042,https://childcare.ececd.nm.gov/nm/albuquerque/learning-together-childcare-center-7686,Learning center
Kids Quest Hourly Child Care,(800) 941-1007,https://www.kidsquest.com/,Children's amusement center
Maxwell Child Development Center,(505) 853-5510,,Day care center
Immanuel Lutheran Church - LCMS,(505) 242-0616,http://ilcabq.org/,Lutheran church
City of Albuquerque Child Development Division,(505) 767-6500,http://www.cabq.gov/family/childcare-development-programs,Preschool
Joyas Del Futuro,(505) 364-7874,https://www.facebook.com/joyas.delfuturo.3,Preschool
Central Family YMCA Early Learning Center,(505) 595-1515,https://ymcacnm.org/branches/early-learningpreschool-sites/,Kindergarten
Milestone Montessori Child Care 2,(505) 255-0110,https://milestonemontessorichildcare2.business.site/?utm_source=gmb&utm_medium=referral,Child care agency
St. Paul's Precious Possibilities,(505) 292-5526,https://www.spumcabq.org/childcare,Day care center
YDI Highland Head Start,(505) 255-4568,http://www.ydinm.org/,Preschool
Sandia Learning Center,(505) 296-2548,http://www.sandialearningcenter.com/,Learning center
Caring Paws Doggie Day Care,(505) 883-7297,http://www.caringpawsdoggiedaycare.com/,Day care center
Daycare Niños del futuro.,(505) 415-1890,,Day care center
Little Explorers Child Development Center,(505) 573-6342,https://www.littleexplorerscdc.com/,Day care center
Children's place HomeDaycare,(505) 803-0132,,Day care center
La Luz Early Childhood Center,(505) 237-7237,http://www.laluzecc.org/,Preschool
"Jefferson Discovery Center, LLC",(505) 262-0246,http://www.jeffersondiscoverycenter.com/,Child care agency
Tres Manos Child Development Center,(505) 848-1310,https://www.cnm.edu/depts/financial-aid/tres-manos-child-care,Social services organization
Avengers Learning Center LLC,(505) 298-7800,,Day care center
Kingdom Builders Pre School,(505) 881-0267,,Preschool
Pando Little School,(505) 418-6237,https://www.pandoschool.com/,Preschool
Dinastia Childcare,(505) 785-1629,https://www.wonderschool.com/nm/albuquerque/dinastia-childcare-7730,Child care agency
Springstone Montessori School,(505) 242-1234,https://www.springstonekids.com/locations/randolph/,Montessori school
Bright Horizons,(505) 765-1700,https://www.brighthorizons.com/,Day care center
Shepherd of the Valley Preschool,(505) 344-1989,http://www.sotvpreschool.com/,Preschool
Twins academy,(505) 554-2102,,Preschool
Little Blessings Educational Institute,,,Day care center
Midwest Wing,(505) 821-8800,https://www.gracechurchabq.org/,Day care center
Deborah Ferrell Child Care Services,(505) 710-1506,,Day care center
Covenant School Del Norte,+1 505-856-5493,https://www.covenantschools.com/,Pre-school
New Mexico Early Learning Academy,+1 505-237-1080,http://www.nmearlylearningacademy.com/,Day Care Center
Springstone Montessori School,+1 505-821-8181,https://www.springstonekids.com/locations/carmel/,Montessori school
Childco Day School,+1 505-881-3611,https://www.abqchildcare.com/childco-day-school,Non-profit organisation
Hope Christian Preschool,+1 505-797-4290,https://www.hopechristianschool.org/,Catholic school
Noah's Ark Children’s Academy-Morris,+1 505-293-3399,http://nacaabq.com/,Pre-school
Lower Terrace KinderCare,+1 505-293-8426,https://www.kindercare.com/our-centers/albuquerque/nm/300943?utm_campaign=kc-lg&utm_source=yext&utm_medium=pro&utm_keyword=&utm_platform=&utm_matchtype=&utm_adgroupid=&utm_content=gmb&y_source=1_NTA3NDc0LTcxNS1sb2NhdGlvbi53ZWJzaXRl,Pre-school
Kids Express Preschool,+1 505-858-8602,https://www.hoffmantownchurch.org/kids-express/,Pre-school
Children's Choice Preschool,+1 505-300-4741,http://ccpre.org/,School
Mesa Verde Head Start Center,+1 505-232-2201,,Youth organisation
YDI Chico & General Bradley,+1 505-299-3262,https://www.ydinm.org/find-your-preschool/,School
Rosalie Cooperative School of Young Children,(505) 550-3852,http://emh.kaiapit.net/rosalie,Preschool
St John's UMC Preschool Plus,(505) 883-0496,http://www.preschoolplus-abq.org/,Preschool
ABQ Children's Academy,(505) 296-8656,http://abqchildrensacademy.xyz/,Preschool
Roadrunner Child Development,(505) 293-6691,https://www.roadrunnercd.com/,Non-profit organization
Child Development Center,(505) 291-6228,https://www.cabq.gov/family/child-and-family-development,School
Trumbull Child Development Center,(505) 256-2045,https://www.cabq.gov/family/child-and-family-development,Head start center
Miss Kelly's Academy,(505) 235-8883,http://misskellysacademy.org/,Preschool
Pequenos Corazones 2 Learning Center,(505) 975-8862,,Day care center
St. Luke Preschool,(505) 292-8812,http://www.stlukepreschool.org/,Preschool
Little Corral Day School,(505) 299-0633,https://www.abqchildcare.com/little-corral-day-school,School
Montessori ONE Academy,(505) 822-5150,http://www.montessorione.net/?utm_source=NEXT&utm_medium=Google,Montessori school
Girasoles,(505) 967-1934,,Day care center
Our Montessori School,(505) 275-6111,http://www.ourmontessori.com/index.html,Montessori school
Embudo Youth Development Inc,(505) 212-7335,https://www.ydinm.org/,Day care center
Manzano Mesa Child Development Center,(505) 291-6227,http://www.aps.edu/schools/schools/manzano-mesa,Day care center
"Childrens Choice Child Care Services, Inc.",(505) 296-2880,http://www.childrens-choice.org/,After school program
Little Butterflies Learning Center,(505) 296-3646,http://lblcabq.com/,Kindergarten
ABCD Child Care,,,Child care agency
Noah's Ark Children’s Academy-Candelaria,(505) 298-1130,http://nacaabq.com/,Preschool
Infant And Toddler Daycare,,,School
Albuquerque Nursery School,(505) 298-7547,http://albuquerquenurseryschool.com/,Preschool
Passion Preschool,(505) 897-2232,,Preschool
Kids Academy Child Learning Center,(505) 237-1080,,Child care agency
Shandiin Child Development,(505) 299-1354,http://www.shandiincdc.com/,Child care agency
Busy Bees Child Care,(505) 266-0225,,Child care agency
Duranes Elementary School,(505) 764-2018,https://duranes.aps.edu/,Elementary school
Hodgin Elementary School,(505) 881-9855 ext. 45002,https://hodgin.aps.edu/,Elementary school
Inez Elementary School,(505) 299-9010,https://inez.aps.edu/,Elementary school
La Mesa Elementary School,(505) 262-1581,https://lamesa.aps.edu/,Elementary school
Whittier Elementary School,(505) 255-2008,https://whittier.aps.edu/,Elementary school
School,,,Elementary school
Albuquerque Collegiate Charter School,(505) 539-5283,http://albuquerquecollegiate.org/,Charter school
Coral Community Charter School,(505) 292-6725,http://www.coralcharter.com/,Charter school
Native American Community Academy,(505) 266-0992,http://www.nacaschool.org/,Charter school
Vision Quest Alternative MS,(505) 352-0343,https://visionquest.aps.edu/,Middle school
Nuestros Valores Charter School,(505) 873-7758,http://www.markarmijo.com/,High school
Albuquerque Reads,(505) 843-7323,http://www.abqreads.com/Contact.aspx,Tutoring service
Cien Aguas International School,(505) 255-0001,http://www.cienaguas.org/,Middle school
St Mary's Catholic School,(505) 242-6271,http://www.stmarys.me/,Catholic school
San Felipe de Neri School,(505) 242-2411,http://sanfelipedenerischool.org/,Catholic school
eCADEMY K8,(505) 816-9550,http://ecademyk8.aps.edu/,Middle school
Mountain Mahogany Community School,(505) 341-1424,http://www.mountainmahogany.org/,Middle school
Explore Academy (K-5),(505) 437-3800,http://www.explore.academy/abq,Elementary school
Altura Preparatory School,(505) 539-5369,http://alturaprep.org/,Elementary school
Mountain View Private School,(505) 898-1500,https://www.lapetite.com/your-local-school/albuquerque-nm-7687/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=7687,Elementary school
Janet Kahn School of Integrated Arts,(505) 299-4483,https://eubank.aps.edu/,Elementary school
Desert Willow Family School,(505) 888-1647,https://desertwillow.aps.edu/,Middle school
Sunset Mesa School,(505) 298-7626,https://www.sunset-mesa.com/,Elementary school
Crestview Seventh-day Adventist Academy,(505) 836-0536,http://csdaa.org/,Private educational institution
Georgia O'Keeffe Elementary School,(505) 293-4259,https://georgiaokeeffe.aps.edu/,Elementary school
The International School at Mesa del Sol,(505) 508-3295,http://tisnm.org/,Elementary school
Bellehaven Elementary School,(505) 298-7489 ext. 31101,https://bellehaven.aps.edu/,Elementary school
Hope Christian Elementary,(505) 797-4290,https://es.hcsnm.org/,Elementary school
Tomasita Elementary School,+1 505-291-6844 ext. 25848,https://tomasita.aps.edu/,Primary school
Sombra Del Monte Elementary School,(505) 291-6842,https://sombradelmonte.aps.edu/,Elementary school
Truman Middle School,(505) 836-3030 ext. 58108,https://truman.aps.edu/,Middle school
Chelwood Elementary,(505) 296-5655,https://chelwood-aps-nm.schoolloop.com/,Elementary school
Albuquerque Talent Development Academy,(505) 503-2465,https://www.atdacademy.org/,High school
Manzano Mesa Elementary School,(505) 292-6707,https://manzanomesa.aps.edu/,Elementary school
Double Eagle Elementary School,(505) 857-0187,https://doubleeagle.aps.edu/,Elementary school
La Academia de Esperanza,(505) 764-5500,http://ladecharter.org/,Charter school
North Star Elementary School,(505) 856-6578,https://northstar.aps.edu/,Elementary school
Cross Of Hope Lutheran School,(505) 897-1832,http://www.crossofhope.org/schools,School
Apache Elementary School,(505) 292-7735,https://apache.aps.edu/,Elementary school
Mitchell Elementary School,+1 505-299-1937,https://mitchell.aps.edu/,Primary school
Dennis Chavez Elementary School,+1 505-821-1810,https://dennischavez.aps.edu/,Primary school
McCollum Elementary School,+1 505-298-5009,https://mccollum.aps.edu/,Primary school
Hubert H. Humphrey Elementary School,+1 505-821-4981,https://huberthumphrey.aps.edu/,Primary school
Matheson Park Elementary School,+1 505-291-6837,https://mathesonpark.aps.edu/,Primary school
Collet Park Elementary School,+1 505-298-3010 ext. 25202,https://colletpark.aps.edu/,Primary school
John Baker Elementary School,+1 505-298-7486,https://johnbaker.aps.edu/,Primary school
Oñate Elementary School,+1 505-291-6819,https://onate.aps.edu/,Primary school
Edmund G. Ross Elementary School,+1 505-821-0185 ext. 9,https://egross.aps.edu/,Primary school
Comanche Elementary School,+1 505-884-5275,https://comanche.aps.edu/,Primary school
SY Jackson Elementary School,+1 505-296-9536,https://syjackson.aps.edu/,Primary school
Hawthorne Elementary School,+1 505-299-4424,https://hawthorne.aps.edu/,Primary school
Mark Twain Elementary School,+1 505-255-8337,https://marktwain.aps.edu/,Primary school
Emerson Elementary School,+1 505-255-9091,https://emerson.aps.edu/,Primary school
Osuna Elementary School,+1 505-296-4811,https://osuna.aps.edu/,Primary school
Kirtland Elementary School,+1 505-255-3131,https://kes-aps-nm.schoolloop.com/,Primary school
Nuestra Señora la Conquistadora Academy,+1 505-218-7249,http://nslca.org/,Secondary School
William W. & Josephine Dorn Charter Community School,+1 505-243-1434,http://dorncharterschool.org/,Academy
John Adams Middle School,+1 505-831-0400,https://johnadams.aps.edu/,Secondary School
Christine Duncan Charter School,+1 505-839-4971,http://www.christineduncan.org/,School
Escuela del Sol Montessori,+1 505-242-3033,http://escueladelsol.org/,Montessori school
Jimmy Carter Middle School,+1 505-833-7540 ext. 57508,https://jimmycarter.aps.edu/,Secondary School
Legacy Academy,+1 505-923-3659,http://www.legacyacademynm.com/,Independent school
Montessori of the Rio Grande Charter School,+1 505-842-5993,http://www.mrgcharter.org/,Montessori school
Solare Collegiate Charter School,(505) 554-1513,http://solarecollegiate.org/,Charter school
Bel-Air Elementary School,(505) 888-4033,https://bel-air.aps.edu/,Elementary school
Albuquerque Academy,(505) 828-3200,http://www.aa.edu/,Private educational institution
Governor Bent Elementary School,(505) 881-9797 ext. 0,https://governorbent.aps.edu/,Elementary school
Horizon Academy West,(505) 998-0459,http://www.hawest.net/,Charter school
Zuni Elementary School,(505) 881-8313,https://zuni.aps.edu/,Elementary school
Tres Volcanes Community Collaborative K-8,(505) 253-0200,https://tvcc.aps.edu/,Middle school
Arroyo Del Oso Elementary School,(505) 821-9393 ext. 44151,https://arroyodeloso.aps.edu/,Elementary school
Zia Elementary School,(505) 260-2020,https://zia.aps.edu/,Elementary school
East San Jose Elementary School,(505) 764-2005,http://www.aps.edu/schools/schools/east-san-jose,Elementary school
Albuquerque Bilingual Academy,(505) 836-7706,https://www.lpelc.com/,Middle school
Monte Vista Elementary School,(505) 260-2030,https://montevista.aps.edu/,Elementary school
The Montessori Elementary and Middle School,(505) 796-0149,http://www.tmesnm.com/,Charter school
Mission Avenue Elementary School,(505) 344-5269,https://missionavenue.aps.edu/,Elementary school
Manzano Day School,(505) 243-6659,http://www.manzanodayschool.org/,Elementary school
Pajarito Elementary School,(505) 877-9718,https://pajarito.aps.edu/,Elementary school
Bandelier Elementary School,(505) 255-8744,https://bandelier.aps.edu/,Elementary school
Susie Rayos Elementary,(505) 792-5433,,Elementary school
Eugene Field Elementary School,(505) 764-2014 ext. 21302,https://eugenefield.aps.edu/,Middle school
Lowell Elementary School,(505) 764-2011 ext. 21903,https://lowell.aps.edu/,Elementary school
Montezuma Elementary School,(505) 260-2040,https://montezuma.aps.edu/,Elementary school
La Luz Elementary School,(505) 761-8415,https://laluz.aps.edu/,Elementary school
Rudolfo Anaya Elementary School,(505) 452-3137,https://rudolfoanaya.aps.edu/,Elementary school
Longfellow Elementary School,(505) 764-2024,https://longfellow.aps.edu/,Elementary school
Sunset View Elementary School,(505) 792-3254,https://sunsetview.aps.edu/,Elementary school
Alvarado Elementary School,(505) 344-4412,https://alvarado.aps.edu/,Elementary school
Marie M. Hughes Elementary School,(505) 897-3080,https://mariehughes.aps.edu/,Elementary school
Chamiza Elementary School,(505) 897-5174,https://chamiza.aps.edu/,Elementary school
Lew Wallace Elementary School,(505) 848-9409,https://lewwallace.aps.edu/,Middle school
Mary Ann Binford Elementary School,(505) 836-0623,https://maryannbinford.aps.edu/,Elementary school
Petroglyph Elementary School,(505) 898-0923,https://petroglyph.aps.edu/,Elementary school
Carlos Rey Elementary School,(505) 836-7738,https://carlosrey.aps.edu/,Middle school
MacArthur Elementary School,(505) 344-1482 ext. 56502,https://macarthur.aps.edu/,Elementary school
Ventana Ranch Elementary School,(505) 890-7375,https://ventanaranch.aps.edu/,Elementary school
Valle Vista Elementary School,(505) 836-7739 ext. 53002,https://vallevista.aps.edu/,Elementary school
Coronado Elementary School,(505) 843-8283,https://coronado.aps.edu/,Elementary school
Cochiti Elementary School,(505) 345-1432,https://cochiti-aps-nm.schoolloop.com/,Elementary school
Helen Cordero Elementary School,(505) 833-5830,https://helencordero.aps.edu/,Primary school
Alamosa Elementary School,(505) 836-0288 ext. 58401,https://alamosa.aps.edu/,Elementary school
Griegos Elementary School,(505) 345-3661,https://griegos.aps.edu/,Elementary school
Susie Rayos Marmon Elementary School,(505) 831-5400,https://srmarmon.aps.edu/,Elementary school
Dolores Gonzales Elementary School,(505) 764-2020,https://doloresgonzales.aps.edu/,Elementary school
Lavaland Elementary School,(505) 836-4911,https://lavaland.aps.edu/,Elementary school
Edward Gonzales Elementary School,(505) 831-6214 ext. 59002,https://edwardgonzales.aps.edu/,Elementary school
Painted Sky Elementary School,(505) 836-7763 ext. 59608,https://paintedsky.aps.edu/,Elementary school
Chaparral Elementary School,(505) 831-3301 ext. 58801,https://chaparral.aps.edu/,Elementary school
Reginald Chavez Elementary School,(505) 764-2008,https://reginaldchavez.aps.edu/,Elementary school
Tierra Antigua Elementary School,(505) 792-3262,https://tierraantigua.aps.edu/,Elementary school
Rio Grande Educational Collaborative,(505) 873-6035,http://www.rgec.org/,Elementary school
Seven Bar Elementary School,(505) 899-2797 ext. 42203,https://7bar.aps.edu/,Elementary school
Albuquerque School of Excellence,(505) 312-7711,https://www.abqse.org/,Charter school
Albuquerque Institute of Math & Science,(505) 559-4249,http://www.aims-unm.org/,Charter school
Eisenhower Middle School,(505) 292-2530 ext. 33505,https://eisenhower.aps.edu/,Middle school
